title,stars,text,predicted_sentiment
Pizza Hut - Union Place,4,go weekend get team ensemble grizzled veterans work beat fast paced war drum ballet whilst juggling sizzling pizza pans creating carousel hectic joy placated customers came break calorie goal weekend madness go weekdays find b team motley crew dysfunctional individuals forget let alone cannot focus 5 mins subject counting minutes end shift loitering care world burnt pizza flat soft drinks wondering get break moved unto stellar weekend team,positive
Pizza Hut - Union Place,5,good service staff little crouded,positive
Pizza Hut - Union Place,5,give wonderful expirians us,positive
Pizza Hut - Union Place,4,excellent service great food control house flies,positive
Pizza Hut - Union Place,4,good food slow service took 20 minutes get order fries,negative
Pizza Hut - Union Place,2,worse customer service expect pizza hut sri lanka employees pretty rude,negative
Pizza Hut - Union Place,3,crowded,negative
Pizza Hut - Union Place,5,staff friendly,positive
Pizza Hut - Union Place,5,quick serving,positive
Pizza Hut - Union Place,4,main branch customer satisfaction,positive
Pizza Hut - Union Place,5,nice seat arrangements somewhat busy time staff friendly,positive
Pizza Hut - Union Place,4,crowded weekend evenings,negative
Pizza Hut - Union Place,4,usually come place office mate satisfied food come team 10 better reservation pre order food,negative
Pizza Hut - Union Place,5,good place helpful service bit crowded good location,positive
Pizza Hut - Union Place,3,never ask warm water,positive
Pizza Hut - Union Place,5,great place,positive
Pizza Hut - Union Place,1,welcome warm table service horrible person served us describe clearly large pan pizza served stuffed crust ordered two personal pan pizza finally serving large sized pizza stuffed crust excuse mentioned thought known stuffed crust coming large pizza responsibility describe take order teriyaki chicken pizza okay super quality vege supreme tasty looked like fat tortilla vegetables less cheese much sugar thick mango magic food money much one pp large pizza beverages much two average people disappointed union place pizza hut favorite place since 2015 tastiest hot chocolate recent incident feel quality gone,negative
Pizza Hut - Union Place,5,caring like family members,positive
Pizza Hut - Union Place,5,still holds number 01 customer care pizza hut sri lanka,positive
Pizza Hut - Union Place,5,superb place,positive
Pizza Hut - Union Place,4,great place hang great food customer service well,positive
Pizza Hut - Union Place,4,nice atmosphere,positive
Pizza Hut - Union Place,5,nice,positive
Pizza Hut - Union Place,5,good food,positive
Pizza Hut - Union Place,4,good service noisy,positive
Pizza Hut - Union Place,4,good place nearby apico surpermarket,positive
Pizza Hut - Union Place,5,great interior conformable settings recommend chicken lasagna,positive
Pizza Hut - Union Place,5,good food service people,positive
Pizza Hut - Union Place,5,place great place refresh ur self food really good excellent service friendly staff,positive
Pizza Hut - Union Place,4,enough hygienic,negative
Pizza Hut - Union Place,4,spacious hall air condition facilities standard mene fiendly staff wash room available usually need wait lest 15 minutes peak hours,neutral
Pizza Hut - Union Place,5,one oldest pizza hut branches good customer service,positive
Pizza Hut - Union Place,4,good place pizza around colombo reasonable prices staff excellent respond time reasonable moderate parking space usually crowded place good place romantic couple spicy foods available,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,4,foods great service needs improve,positive
Pizza Hut - Union Place,3,pizza lovers pizzas tasty earliest,positive
Pizza Hut - Union Place,1,slow serving customers disorganised,negative
Pizza Hut - Union Place,4,one good let pizza hut visited several time always busy service good,positive
Pizza Hut - Union Place,5,yummy food,positive
Pizza Hut - Union Place,4,went dont cook tuesdays large pizza one one offer place crowded lack customer service,negative
Pizza Hut - Union Place,4,bad cant say great though definitely place like hang friends,positive
Pizza Hut - Union Place,5,gives great offers cook tuesday buy one get one free,positive
Pizza Hut - Union Place,5,great place grab meal,positive
Pizza Hut - Union Place,3,privacy,positive
Pizza Hut - Union Place,3,still usual taste years overcrowded lunch time specially promotion means still love stepped least,negative
Pizza Hut - Union Place,5,😍😍😍,negative
Pizza Hut - Union Place,5,best pizza hut outlet far sri lanka friendly staff nice clean place normally bit crowded,positive
Pizza Hut - Union Place,4,nice play area kids,positive
Pizza Hut - Union Place,2,food usual pizzahut stuff quite okay first time visited service insulting left went dominos seems need appear bit upscale order taken seriously staff especially male ones disgusting mean saturday effing pizzahut fine dine restaurant cant dressed casually saturday attitude staff like came eat free worthy served lol second time colleagues lunch break dressed smart casually treated okay staff judging guests outfit acceptable level would never visit say,negative
Pizza Hut - Union Place,5,highly recommend place,positive
Pizza Hut - Union Place,5,superb service,positive
Pizza Hut - Union Place,2,bad service menu even shown,negative
Pizza Hut - Union Place,5,quick good service friendly staff,positive
Pizza Hut - Union Place,5,cozy,positive
Pizza Hut - Union Place,5,good,positive
Pizza Hut - Union Place,5,yummy foodz,positive
Pizza Hut - Union Place,5,good place eat,positive
Pizza Hut - Union Place,5,excellent service,positive
Pizza Hut - Union Place,5,nice staff good food,positive
Pizza Hut - Union Place,3,bit crowded ok,positive
Pizza Hut - Union Place,3,nice place,positive
Pizza Hut - Union Place,5,good servicebit crowded nice place,positive
Pizza Hut - Union Place,5,wonderful,positive
Pizza Hut - Union Place,5,spacious stocks available times,positive
Pizza Hut - Union Place,3,tasty food,positive
Pizza Hut - Union Place,4,great taste,positive
Pizza Hut - Union Place,5,parking,positive
Pizza Hut - Union Place,4,good place enjoy pizza maximum service quality food supper,positive
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,4,nice food,positive
Pizza Hut - Union Place,5,delicious cheese pizza,positive
Pizza Hut - Union Place,4,good service within reasonable time taken,positive
Pizza Hut - Union Place,5,really nice time family,positive
Pizza Hut - Union Place,5,awsome,negative
Pizza Hut - Union Place,5,great place,positive
Pizza Hut - Union Place,4,visited pizza hut branch,positive
Pizza Hut - Union Place,5,good service great food family place,positive
Pizza Hut - Union Place,5,far know first pizza hut outlet opened sri lanka back 1990s remember used go family dinner outings place amazing time like location since gives relaxed dining experience still latest pizza hut promotions menus introduced,positive
Pizza Hut - Union Place,5,excellent service one pizza huts colombo best service,positive
Pizza Hut - Union Place,5,awesome servicemore offers,positive
Pizza Hut - Union Place,5,bit crowded day went family staff friendly busy wait time get table food good services testy food,negative
Pizza Hut - Union Place,5,grate place,negative
Pizza Hut - Union Place,5,awersome,positive
Pizza Hut - Union Place,5,nice polite staff good service special offers available selected days,positive
Pizza Hut - Union Place,5,really dedicated team superb service,positive
Pizza Hut - Union Place,5,place kids birthday parties,positive
Pizza Hut - Union Place,5,great service love place friendly staff,positive
Pizza Hut - Union Place,3,good place food shopping area,positive
Pizza Hut - Union Place,4,good ambiance accommodate large party promt friendly service,positive
Pizza Hut - Union Place,3,nice food best services make sure order everything early like together ordered soft drink didnt receive till finish meal,positive
Pizza Hut - Union Place,4,nice place chat,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,4,friendly staff quick service,positive
Pizza Hut - Union Place,4,fish market offers,neutral
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,5,fantastic,positive
Pizza Hut - Union Place,5,good place,positive
Pizza Hut - Union Place,3,best pizzahut outlet sri lanka sadly old stuffy thick bread crust tasteless source boring toppings staff usually unfriendly slow,negative
Pizza Hut - Union Place,5,convenient location parking facilities large dining area comfortable seating arrangements great food service,positive
Pizza Hut - Union Place,4,good,positive
Pizza Hut - Union Place,5,good place great food service one best places hangout friends family try garlic bread supreme chicken supreme super supreme pizza lava cake friendly staff home delivery service available within area,positive
Pizza Hut - Union Place,5,supper,positive
Pizza Hut - Union Place,5,one best pizza hut outlets colombo spacious dinning area enough parking spaces service staff pretty good friendly staff waiting time pretty low compared outlets even place crowded visited many times none disappointing usual set items menu good place family friends hangout,positive
Pizza Hut - Union Place,4,service relatively fast well staffed,positive
Pizza Hut - Union Place,5,good offers,positive
Pizza Hut - Union Place,5,best pizza hut branch sri lanka pioneers still best,positive
Pizza Hut - Union Place,5,love pizza hut always best 😍😍😍,positive
Pizza Hut - Union Place,5,grate place dine friendly atmosphere,negative
Pizza Hut - Union Place,4,good service place,positive
Pizza Hut - Union Place,5,great food nice ambience opinion best place enjoy pizza hut experience food service wise,positive
Pizza Hut - Union Place,4,best pizza town good service well maintained,positive
Pizza Hut - Union Place,2,bad,negative
Pizza Hut - Union Place,5,awesome place amazing service best pizza outlet,positive
Pizza Hut - Union Place,2,staff doesnt pay enough attention dine customers,negative
Pizza Hut - Union Place,2,one much better pizza hut outlets colombo compare others yet customer service experience good late attend requests,positive
Pizza Hut - Union Place,5,time house full,positive
Pizza Hut - Union Place,4,awesome calzone yummy yummy,positive
Pizza Hut - Union Place,4,nice place take birthday parties,positive
Pizza Hut - Union Place,5,busy packed promotion service management really good,positive
Pizza Hut - Union Place,5,nice placemeals good delicious ✌️👍,positive
Pizza Hut - Union Place,5,good place pizza,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,2,noisy,negative
Pizza Hut - Union Place,3,poor customer service even thogh food quality okay,negative
Pizza Hut - Union Place,3,good place,positive
Pizza Hut - Union Place,4,good service,positive
Pizza Hut - Union Place,5,good tgere kiddddos play area,positive
Pizza Hut - Union Place,5,best pizza colombo 02,positive
Pizza Hut - Union Place,5,good place great seating areas available various table types serving okay little bit slow due high rate interest,positive
Pizza Hut - Union Place,5,delightful location hangout friends family even go casual date service excellent staff friendly also parking available also reserve seats youre planning get together large group friends,positive
Pizza Hut - Union Place,5,ample parking friendly staff,positive
Pizza Hut - Union Place,4,helpful staff,positive
Pizza Hut - Union Place,5,good outlet since restaurant good range food beverages,positive
Pizza Hut - Union Place,4,usual family dinner place least month friendly staff,positive
Pizza Hut - Union Place,5,wait two hours lava cake,negative
